央视卫视,#genre#
金鹰卡通,http://111.59.189.40:8445/tsfile/live/1016_1.m3u8
北京少儿,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
山东少儿,http://119.164.216.162:9901/tsfile/live/1006_1.m3u8
江西少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
江西少儿,http://2061827155.cloudvdn.com/a.m3u8?domain=local.live.jxtvcn.com.cn&player=qYEAAEbw3UlbEewW&secondToken=secondToken%3AdO-pD6owo40S2X_8pZxsCYH_5BE&streamid=live-jxtv%3Alive-jxtv%2Ftv_jxtv6&v3=1
江西少儿,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
江西少儿,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
百视通动画1,http://39.135.55.105:6610/PLTV/88888888/224/3221226732/index.m3u8?servicetype=1
百视通动画2,http://39.135.55.105:6610/PLTV/88888888/224/3221226736/index.m3u8?servicetype=1
百视通动画3,http://39.135.55.105:6610/PLTV/88888888/224/3221226741/index.m3u8?servicetype=1
百视通动画4,http://39.135.55.105:6610/PLTV/88888888/224/3221226743/index.m3u8?servicetype=1
百视通动画5,http://39.135.55.105:6610/PLTV/88888888/224/3221227036/index.m3u8?servicetype=1
NewTV频道,#genre#
中国功夫,http://39.135.55.105:6610/PLTV/88888888/224/3221225896/index.m3u8?servicetype=1
军事评论,http://39.135.55.105:6610/PLTV/88888888/224/3221225890/index.m3u8?servicetype=1
军旅剧场,http://39.135.55.105:6610/PLTV/88888888/224/3221225887/index.m3u8?servicetype=1
古装剧场,http://39.135.55.105:6610/PLTV/88888888/224/3221225880/index.m3u8?servicetype=1
家庭剧场,http://39.135.55.105:6610/PLTV/88888888/224/3221225882/index.m3u8?servicetype=1
怡伴健康,http://39.135.55.105:6610/PLTV/88888888/224/3221225883/index.m3u8?servicetype=1
明星大片,http://39.135.55.105:6610/PLTV/88888888/224/3221225893/index.m3u8?servicetype=1
武搏世界,http://39.135.55.105:6610/PLTV/88888888/224/3221225895/index.m3u8?servicetype=1
潮妈辣婆,http://39.135.55.105:6610/PLTV/88888888/224/3221226107/index.m3u8?servicetype=1
精品体育,http://39.135.55.105:6610/PLTV/88888888/224/3221225886/index.m3u8?servicetype=1
精品大剧,http://39.135.55.105:6610/PLTV/88888888/224/3221225889/index.m3u8?servicetype=1
精品纪录,http://39.135.55.105:6610/PLTV/88888888/224/3221225888/index.m3u8?servicetype=1
金牌综艺,http://39.135.55.105:6610/PLTV/88888888/224/3221225884/index.m3u8?servicetype=1
动作电影,http://39.135.55.105:6610/PLTV/88888888/224/3221225879/index.m3u8?servicetype=1
惊悚悬疑,http://39.135.55.105:6610/PLTV/88888888/224/3221225885/index.m3u8?servicetype=1
爱情喜剧,http://39.135.55.105:6610/PLTV/88888888/224/3221225877/index.m3u8?servicetype=1
快乐垂钓,http://39.135.55.105:6610/PLTV/88888888/224/3221226940/index.m3u8?servicetype=1
金鹰纪实,http://39.135.55.105:6610/PLTV/88888888/224/3221226937/index.m3u8?servicetype=1
都市剧场,http://39.135.55.105:6610/PLTV/88888888/224/3221227204/index.m3u8?servicetype=1
动漫秀场,http://39.135.55.105:6610/PLTV/88888888/224/3221227071/index.m3u8?servicetype=1
极速汽车,http://39.135.55.105:6610/PLTV/88888888/224/3221227186/index.m3u8?servicetype=1
军事评论,http://39.134.65.166/PLTV/88888888/224/3221225535/1.m3u8
怡伴健康,http://39.134.65.164/PLTV/88888888/224/3221225571/1.m3u8
动作电影,http://39.134.65.164/PLTV/88888888/224/3221225555/1.m3u8
惊悚悬疑,http://39.134.65.166/PLTV/88888888/224/3221225553/1.m3u8
农业致富,http://39.134.65.166/PLTV/88888888/224/3221225552/1.m3u8
古装剧场,http://39.134.65.164/PLTV/88888888/224/3221225524/1.m3u8
热播精选,http://39.134.65.166/PLTV/88888888/224/3221225521/1.m3u8
军旅剧场,http://39.134.65.164/PLTV/88888888/224/3221225560/1.m3u8
超级电视剧,http://39.134.65.164/PLTV/88888888/224/3221225637/1.m3u8
家庭剧场,http://39.134.65.166/PLTV/88888888/224/3221225538/1.m3u8
精品大剧,http://39.134.65.166/PLTV/88888888/224/3221225536/1.m3u8
精品体育,http://39.134.65.166/PLTV/88888888/224/3221225526/1.m3u8
超级电影,http://39.134.65.164/PLTV/88888888/224/3221225644/1.m3u8
精品纪录,http://39.134.65.166/PLTV/88888888/224/3221225545/1.m3u8
金牌综艺,http://39.134.65.166/PLTV/88888888/224/3221225525/1.m3u8
潮妈辣婆,http://39.134.65.166/PLTV/88888888/224/3221225542/1.m3u8
超级体育,http://39.134.65.164/PLTV/88888888/224/3221225635/1.m3u8
武搏世界,http://39.134.65.166/PLTV/88888888/224/3221225547/1.m3u8
中国功夫,http://39.134.65.164/PLTV/88888888/224/3221225604/1.m3u8
爱情喜剧,http://39.134.65.166/PLTV/88888888/224/3221225533/1.m3u8
超级综艺,http://39.134.65.164/PLTV/88888888/224/3221225642/1.m3u8
精品综合,http://39.134.65.166/PLTV/88888888/224/3221225550/1.m3u8
爱情喜剧,http://111.40.196.25/PLTV/88888888/224/3221225616/index.m3u8
热播精选,http://111.40.196.25/PLTV/88888888/224/3221225624/index.m3u8
金牌综艺,http://111.40.196.25/PLTV/88888888/224/3221225650/index.m3u8
精品体育,http://111.40.196.30/PLTV/88888888/224/3221225608/index.m3u8
黑莓电影,http://111.40.196.30/PLTV/88888888/224/3221225610/index.m3u8
怡伴健康,http://111.40.196.30/PLTV/88888888/224/3221225614/index.m3u8
动作电影,http://111.40.196.30/PLTV/88888888/224/3221225620/index.m3u8
军旅剧场,http://111.40.196.30/PLTV/88888888/224/3221225622/index.m3u8
惊悚悬疑,http://111.40.196.30/PLTV/88888888/224/3221225638/index.m3u8
武搏世界,http://111.40.196.30/PLTV/88888888/224/3221225664/index.m3u8
中国功夫,http://111.40.196.30/PLTV/88888888/224/3221225678/index.m3u8
古装剧场,http://111.40.196.36/PLTV/88888888/224/3221225618/index.m3u8
家庭剧场,http://111.40.196.36/PLTV/88888888/224/3221225626/index.m3u8
黑莓动画,http://111.40.196.36/PLTV/88888888/224/3221225628/index.m3u8
精品纪录,http://111.40.196.36/PLTV/88888888/224/3221225630/index.m3u8
明星大片,http://111.40.196.36/PLTV/88888888/224/3221225632/index.m3u8
潮妈辣婆,http://111.40.196.36/PLTV/88888888/224/3221225680/index.m3u8
求索纪录,http://111.11.123.49:6610/000000001000/6000000002000032052/1.m3u8?
求索科学,http://111.11.123.49:6610/000000001000/6000000002000032344/1.m3u8?
超级电影,http://39.137.49.76:8080/PLTV/88888888/224/3221225623/index.m3u8?
超级综艺,http://39.137.49.76:8080/PLTV/88888888/224/3221225620/index.m3u8?
超级电视剧,http://39.137.49.76:8080/PLTV/88888888/224/3221225625/index.m3u8?
纪实人文,http://39.137.49.76:8080/PLTV/88888888/224/3221225654/index.m3u8?
武搏世界,http://39.137.49.76:8080/PLTV/88888888/224/3221225656/index.m3u8?
中国功夫,http://39.137.49.76:8080/PLTV/88888888/224/3221225660/index.m3u8?
怡伴健康,http://39.137.49.76:8080/PLTV/88888888/224/3221225666/index.m3u8?
军旅剧场,http://39.137.49.76:8080/PLTV/88888888/224/3221225669/index.m3u8?
农业致富,http://39.137.49.76:8080/PLTV/88888888/224/3221225670/index.m3u8?
古装剧场,http://39.137.49.76:8080/PLTV/88888888/224/3221225678/index.m3u8?
精品纪录,http://39.137.49.76:8080/PLTV/88888888/224/3221225710/index.m3u8?
潮妈辣婆,http://39.137.49.76:8080/PLTV/88888888/224/3221225708/index.m3u8?
家庭剧场,http://39.137.49.76:8080/PLTV/88888888/224/3221225713/index.m3u8?
热播精选,http://39.137.49.76:8080/PLTV/88888888/224/3221225712/index.m3u8?
精品大剧,http://39.137.49.76:8080/PLTV/88888888/224/3221225714/index.m3u8?
明星大片,http://39.137.49.76:8080/PLTV/88888888/224/3221225716/index.m3u8?
黑莓电影,http://39.137.49.76:8080/PLTV/88888888/224/3221225718/index.m3u8?
军事评论,http://39.137.49.76:8080/PLTV/88888888/224/3221225757/index.m3u8?
东北热剧,http://39.137.49.76:8080/PLTV/88888888/224/3221226202/index.m3u8?
欢乐剧场,http://39.137.49.76:8080/PLTV/88888888/224/3221226210/index.m3u8?
爱院线,http://111.11.123.49:6610/000000001000/6000000006000030630/1.m3u8?
爱科幻,http://111.11.123.49:6610/000000001000/6000000006000020630/1.m3u8?
爱奇谈,http://111.11.123.49:6610/000000001000/6000000006000270630/1.m3u8?
爱猎奇,http://111.11.123.49:6610/000000001000/6000000006000190630/1.m3u8?
爱青春,http://111.11.123.49:6610/000000001000/6000000006000100630/1.m3u8?
爱谍战,http://111.11.123.49:6610/000000001000/6000000006000070630/1.m3u8?
爱科学,http://111.11.123.49:6610/000000001000/6000000006000160630/1.m3u8?
爱美食,http://111.11.123.49:6610/000000001000/6000000006000120630/1.m3u8?
爱浪漫,http://111.11.123.49:6610/000000001000/6000000006000040630/1.m3u8?
爱赛车,http://111.11.123.49:6610/000000001000/6000000006000240630/1.m3u8?
爱极限,http://111.11.123.49:6610/000000001000/6000000006000170630/1.m3u8?
爱家庭,http://111.11.123.49:6610/000000001000/6000000006000090630/1.m3u8?
爱历史,http://111.11.123.49:6610/000000001000/6000000006000150630/1.m3u8?
爱怀旧,http://111.11.123.49:6610/000000001000/6000000006000260630/1.m3u8?
爱玩具,http://111.11.123.49:6610/000000001000/6000000006000220630/1.m3u8?
爱世界,http://111.11.123.49:6610/000000001000/6000000006000210630/1.m3u8?
爱经典,http://111.11.123.49:6610/000000001000/6000000006000060630/1.m3u8?
广播频道,#genre#
中国之声,http://ngcdn001.cnr.cn/live/zgzs/index.m3u8
中国之声,https://lhttp.qtfm.cn/live/386/64k.mp3
香港之声,http://ngcdn008.cnr.cn/live/xgzs/index.m3u8
环球资讯,http://sk.cri.cn/905.m3u8
环球资讯,https://lhttp.qtfm.cn/live/1005/64k.mp3
上海故事,https://lhttp.qingting.fm/live/268/64k.mp3
北京故事,https://lhttp.qingting.fm/live/337/64k.mp3
江苏故事,https://lhttp.qingting.fm/live/20012/64k.mp3
阅读之声,https://lhttp.qtfm.cn/live/398/64k.mp3
中国交通广播,http://ngcdn016.cnr.cn/live/gsgljtgb/index.m3u8
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8
经典音乐广播,http://ngcdn004.cnr.cn/live/dszs/index.m3u8
动感音乐,http://cnlive.cnr.cn/hls/dongganyyt.m3u8
华语金曲500首,http://ls.qingting.fm/live/3412131.m3u8
80后音怡台,http://lhttp.qingting.fm/live/20207761/64k.mp3
空中课堂,#genre#
一年级,http://liveplay-kk.rtxapp.com/live/program/live/kkyinj/1300000/mnf.m3u8
二年级,http://liveplay-kk.rtxapp.com/live/program/live/kkernj/1300000/mnf.m3u8
二年级,http://117.148.179.172/PLTV/88888888/224/3221231663/1.m3u8
三年级,http://liveplay-kk.rtxapp.com/live/program/live/kksannj/1300000/mnf.m3u8
三年级,http://117.148.179.163/PLTV/88888888/224/3221231739/1.m3u8
四年级,http://liveplay-kk.rtxapp.com/live/program/live/kksinj/1300000/mnf.m3u8
四年级,http://117.148.179.165/PLTV/88888888/224/3221231748/1.m3u8
五年级,http://liveplay-kk.rtxapp.com/live/program/live/kkwunj/1300000/mnf.m3u8
五年级,http://117.148.179.165/PLTV/88888888/224/3221231766/1.m3u8
六年级,http://liveplay-kk.rtxapp.com/live/program/live/kkliunj/1300000/mnf.m3u8
六年级,http://117.148.179.167/PLTV/88888888/224/3221231796/1.m3u8
初一,http://liveplay-kk.rtxapp.com/live/program/live/kkqinj/1300000/mnf.m3u8
初一,http://117.148.179.156/PLTV/88888888/224/3221231781/1.m3u8
初二,http://liveplay-kk.rtxapp.com/live/program/live/kkbanj/1300000/mnf.m3u8
初三,http://liveplay-kk.rtxapp.com/live/program/live/kkjiunj/1300000/mnf.m3u8
初三,http://117.148.179.174/PLTV/88888888/224/3221231642/1.m3u8
高一,http://liveplay-kk.rtxapp.com/live/program/live/kkgaoyinj/1300000/mnf.m3u8
高二,http://liveplay-kk.rtxapp.com/live/program/live/kkgaoernj/1300000/mnf.m3u8
高二,http://117.148.179.179/PLTV/88888888/224/3221231630/1.m3u8
高三,http://liveplay-kk.rtxapp.com/live/program/live/kkgaosannj/1300000/mnf.m3u8
高三,http://117.148.179.166/PLTV/88888888/224/3221231690/1.m3u8
清华大学,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
